Sim Integrate 2.2						
"Pic Blob3D, imp sphere pf"						
Number of crystals	1748					
Total Volume	0
Dummy line
1	1.1594619	0.187855	0.00918816	0.104369	2	1748
2	1.11878082	0.06865	-0.020393	0.10038	2	1747
3	0.596833	0.968501	0.810075	0.100018	2	1746
4	1.581367	0.23768	0.988582	0.0991294	2	1745
5	0.595336	0.69396	0.96913	0.0990451	2	1744
6	0.856187	0.431164	0.114941	0.0987291	2	1743
7	1.872198	0.341378	1.16721	0.0983903	2	1742
8	1.766893	0.286093	0.0145576	0.0981923	2	1741
9	0.172204	0.772208	0.764648	0.098126	2	1740
10	0.202683	0.787084	1.14409	0.0976992	2	1739
11	0.97039	0.404623	0.201654	0.096867	2	1738
12	0.350892	1.255088	0.744226	0.0966673	2	1737
13	0.175732	0.880294	0.168122	0.0961754	2	1736
14	1.481652	0.235775	0.332953	0.095924	2	1735
15	0.719726	1.332128	1.148	0.0957132	2	1734
16	0.787459	1.44228	0.640633	0.0951038	2	1733
17	0.189958	0.768771	-0.0293479	0.0948706	2	1732
18	1.239434	0.302712	1.11798	0.0946433	2	1731
19	0.270096	0.574196	0.0309071	0.0941947	2	1730
20	1.0695953	0.387809	0.0919197	0.0939235	2	1729
21	0.519125	0.691235	0.514297	0.0938812	2	1728
22	0.212991	0.558683	0.729375	0.0938455	2	1727
23	0.292187	1.706713	-0.0170344	0.0937486	2	1726
24	1.368846	0.411408	0.0214281	0.093612	2	1725
25	0.270117	0.942497	0.968395	0.0935898	2	1724
26	0.199993	1.254065	1.05739	0.0929776	2	1723
27	1.546999	0.244588	-0.0203565	0.0928896	2	1722
28	0.659807	0.825659	0.293676	0.0928775	2	1721
29	1.222397	0.692273	0.393952	0.0926832	2	1720
30	0.90884	0.109559	1.02648	0.0923785	2	1719
31	1.439882	0.728169	1.06929	0.0922465	2	1718
32	0.00413	1.1617949	0.978248	0.0921266	2	1717
33	0.96082	1.363112	-0.0252704	0.0920395	2	1716
34	0.704608	0.88917	0.952057	0.0918674	2	1715
35	1.1971759	0.941136	1.02493	0.0916972	2	1714
36	1.475663	1.565004	0.343448	0.0916396	2	1713
37	1.173569	0.806282	1.14452	0.0916067	2	1712
38	1.680099	1.259403	0.440308	0.0915588	2	1711
39	1.743298	1.660222	0.516412	0.0915327	2	1710
40	0.414958	0.622827	0.136524	0.0914027	2	1709
41	1.0261963	0.67214	0.251956	0.0913778	2	1708
42	0.08695	1.0677059	0.616351	0.0912445	2	1707
43	1.021206	0.182118	1.07401	0.091244	2	1706
44	0.846524	0.736379	0.0447161	0.091131	2	1705
45	0.682126	1.18005	1.03914	0.0911027	2	1704
46	1.1301685	1.261169	-0.0573726	0.0909841	2	1703
47	0.337304	0.621838	0.680877	0.0909552	2	1702
48	0.27587	1.0335382	0.211235	0.0909167	2	1701
49	0.500587	1.770633	-0.0596845	0.0909159	2	1700
50	0.09861	0.868599	0.0281736	0.090912	2	1699
51	1.27341	0.243121	0.169318	0.0908467	2	1698
52	1.320699	1.365233	1.17586	0.0908245	2	1697
53	0.384135	0.55003	0.537794	0.0908017	2	1696
54	0.843626	0.309509	0.522052	0.09076	2	1695
55	1.1370957	0.532548	0.449872	0.0905582	2	1694
56	0.783594	0.224606	0.944264	0.0904943	2	1693
57	1.484424	0.381031	0.0824255	0.0904466	2	1692
58	0.55353	1.848561	0.72803	0.0903763	2	1691
59	0.79909	0.176559	0.833255	0.090356	2	1690
60	1.450711	0.197872	0.522232	0.0903405	2	1689
61	0.02499	1.0524327	1.0303	0.0901393	2	1688
62	1.1615936	0.254681	0.405915	0.0900965	2	1687
63	0.64855	0.148534	1.10538	0.0899341	2	1686
64	0.802745	0.165274	1.10612	0.089862	2	1685
65	0.824617	0.098517	0.475151	0.0898077	2	1684
66	1.0556702	0.32078	0.529219	0.0897935	2	1683
67	0.45681	1.414533	1.12272	0.0897662	2	1682
68	0.493401	0.770768	0.275985	0.0897203	2	1681
69	1.342729	0.309694	0.878711	0.0896595	2	1680
70	0.197019	0.805876	0.425682	0.0896504	2	1679
71	1.376923	0.946708	0.531502	0.0893858	2	1678
72	0.711782	1.568203	0.0792654	0.0893322	2	1677
73	1.455263	0.120963	0.0482253	0.08933	2	1676
74	0.47701	0.816345	0.655161	0.0893231	2	1675
75	1.358079	1.1916294	-0.0532339	0.0891473	2	1674
76	0.475543	0.359082	0.278064	0.0891069	2	1673
77	1.667547	0.705904	0.257985	0.0890874	2	1672
78	1.366425	0.265039	0.455683	0.0890661	2	1671
79	1.331472	0.996605	0.0785766	0.0889835	2	1670
80	1.2148391	0.452383	0.00672099	0.0889406	2	1669
81	0.292463	1.1716798	1.03011	0.0888793	2	1668
82	1.559665	1.91827	0.611419	0.0886936	2	1667
83	0.585317	1.1159552	0.915403	0.0886883	2	1666
84	0.354599	1.252587	0.985498	0.088669	2	1665
85	1.434403	1.1457528	0.217227	0.0886578	2	1664
86	1.578823	0.285092	1.15672	0.0886544	2	1663
87	1.1056397	0.04913	0.349191	0.0885027	2	1662
88	1.2127639	0.395946	0.193372	0.088437	2	1661
89	0.208044	1.559939	0.75164	0.0883104	2	1660
90	0.531538	0.991281	1.10937	0.0882261	2	1659
91	0.662674	0.163318	0.857609	0.0881948	2	1658
92	0.659748	0.129777	0.465087	0.0881579	2	1657
93	1.1724813	0.625886	0.238249	0.0881011	2	1656
94	0.836115	1.0389912	0.643462	0.0879187	2	1655
95	0.67671	0.976699	0.808302	0.0879172	2	1654
96	0.968796	0.652753	0.282392	0.0878449	2	1653
97	0.664615	1.232569	0.00528029	0.0877784	2	1652
98	1.2304	0.484959	1.12106	0.0877555	2	1651
99	0.374887	0.920831	0.382606	0.08774	2	1650
100	1.0816747	0.174434	0.736173	0.0877269	2	1649
