Porphyroblast growth histories for: 
C:\Users\Eric\xllize1.4\runsPM3\PM3_151028_2242\PM3_151028_2242
10	29.0000	120.000	75.0000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.00817749	0.0130134	0.0160280	0.0190873	0.0217290	0.0240462	0.0261970	0.0286240	0.0309358	0.0329239	0.0348261	0.0367663	0.0386862	0.0405286	0.0422372	0.0439475	0.0456334	0.0471942	0.0487234	0.0502722	0.0517789	0.0532446	0.0546890	0.0560845	0.0573935	0.0586722	0.0599476	0.0612166	0.0624206	0.0635816	0.0647136	0.0657826	0.0667951	0.0677705	0.0687131	0.0696194	0.0704843	0.0713092	0.0720945	0.0728586	0.0733619
11	118.000	21.0000	55.0000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0113525	0.0149853	0.0179288	0.0207426	0.0231642	0.0254482	0.0278057	0.0301596	0.0322598	0.0342031	0.0361582	0.0381435	0.0400744	0.0418923	0.0436836	0.0455018	0.0471942	0.0488667	0.0505721	0.0522388	0.0538856	0.0555090	0.0570546	0.0585492	0.0600759	0.0615985	0.0630526	0.0645454	0.0659773	0.0673624	0.0687481	0.0701087	0.0714420	0.0727516	0.0740044	0.0752139	0.0763863	0.0774841	0.0785088	0.0791962
12	115.000	3.00000	22.0000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.00996440	0.0140149	0.0167798	0.0197360	0.0221627	0.0242875	0.0262307	0.0283571	0.0303493	0.0321058	0.0337270	0.0352871	0.0368764	0.0384448	0.0399502	0.0413744	0.0427538	0.0441210	0.0454737	0.0467479	0.0479849	0.0492479	0.0505033	0.0517308	0.0529299	0.0541113	0.0552676	0.0563830	0.0574506	0.0584907	0.0595307	0.0605814	0.0615999	0.0625685	0.0635164	0.0644377	0.0653071	0.0661151	0.0668827	0.0673956
13	43.0000	125.000	53.0000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0113562	0.0150951	0.0181688	0.0210388	0.0234820	0.0258096	0.0282765	0.0306791	0.0327665	0.0347457	0.0367743	0.0388005	0.0407593	0.0426052	0.0444630	0.0462607	0.0479531	0.0496773	0.0514052	0.0530663	0.0546928	0.0562584	0.0577307	0.0591656	0.0606009	0.0619932	0.0633203	0.0646406	0.0658961	0.0670945	0.0682666	0.0694237	0.0705439	0.0716230	0.0726725	0.0736723	0.0746128	0.0752409
14	127.000	38.0000	118.000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.00722338	0.0128179	0.0160383	0.0192474	0.0219923	0.0244136	0.0267551	0.0292524	0.0315602	0.0336011	0.0356057	0.0376685	0.0396859	0.0415905	0.0434417	0.0453149	0.0470629	0.0487713	0.0505068	0.0521942	0.0538509	0.0554822	0.0570118	0.0584510	0.0598843	0.0612961	0.0626211	0.0639153	0.0651673	0.0663342	0.0674407	0.0685034	0.0695267	0.0704974	0.0714104	0.0722709	0.0730929	0.0736252
15	6.00000	79.0000	56.0000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0112544	0.0150741	0.0181985	0.0211110	0.0235918	0.0259269	0.0284243	0.0308129	0.0328561	0.0347876	0.0367449	0.0386707	0.0405102	0.0422154	0.0439170	0.0455947	0.0471512	0.0486715	0.0502110	0.0517119	0.0531645	0.0545838	0.0559512	0.0572380	0.0584777	0.0596908	0.0609037	0.0620580	0.0631489	0.0642300	0.0652629	0.0662319	0.0671554	0.0680442	0.0688894	0.0696831	0.0702002
16	20.0000	128.000	68.0000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.00941214	0.0138993	0.0169296	0.0201050	0.0227732	0.0251816	0.0276080	0.0300298	0.0321586	0.0340745	0.0359493	0.0378118	0.0395833	0.0412077	0.0427153	0.0441600	0.0455364	0.0467830	0.0479472	0.0490942	0.0501996	0.0512489	0.0522258	0.0531410	0.0539999	0.0548129	0.0555794	0.0562928	0.0569642	0.0576041	0.0582136	0.0587966	0.0593545	0.0598903	0.0604102	0.0608937	0.0612171
17	99.0000	116.000	53.0000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.00894679	0.0136661	0.0166730	0.0199354	0.0226248	0.0250460	0.0274873	0.0299741	0.0321983	0.0342364	0.0362867	0.0383587	0.0403636	0.0422366	0.0441355	0.0459905	0.0477248	0.0494780	0.0512438	0.0529603	0.0546532	0.0563005	0.0578624	0.0593972	0.0609569	0.0624579	0.0639230	0.0653562	0.0667045	0.0680057	0.0692734	0.0705015	0.0716696	0.0727867	0.0738271	0.0747993	0.0754572
18	133.000	89.0000	100.000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.00326434	0.0120464	0.0156264	0.0188517	0.0216862	0.0241217	0.0263847	0.0288007	0.0310482	0.0329517	0.0347539	0.0365477	0.0382828	0.0399231	0.0414455	0.0429002	0.0443205	0.0456869	0.0469632	0.0481788	0.0494133	0.0506171	0.0517778	0.0528898	0.0539597	0.0549960	0.0559967	0.0569346	0.0578176	0.0586528	0.0594770	0.0602955	0.0610642	0.0617875	0.0624624	0.0630946	0.0635327
19	6.00000	134.000	80.0000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0115467	0.0153296	0.0185298	0.0214329	0.0239276	0.0262469	0.0287798	0.0311119	0.0330608	0.0348943	0.0367199	0.0384474	0.0399990	0.0413770	0.0426472	0.0438199	0.0449573	0.0459650	0.0468805	0.0477277	0.0485135	0.0492590	0.0499608	0.0506186	0.0512259	0.0517903	0.0523101	0.0528101	0.0532803	0.0537232	0.0541519	0.0545485	0.0549244	0.0552877	0.0556292	0.0558522
20	127.000	95.0000	95.0000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0112142	0.0150973	0.0182774	0.0212066	0.0236752	0.0259586	0.0283818	0.0306723	0.0326444	0.0344888	0.0363263	0.0381403	0.0398825	0.0415135	0.0430892	0.0446549	0.0461429	0.0475515	0.0489565	0.0503623	0.0517272	0.0530515	0.0543536	0.0556196	0.0568169	0.0579660	0.0590962	0.0602289	0.0613366	0.0623756	0.0633661	0.0643283	0.0652255	0.0660467	0.0668022	0.0672871
21	54.0000	101.000	80.0000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0101169	0.0144329	0.0176329	0.0207415	0.0233486	0.0258001	0.0283830	0.0308854	0.0330344	0.0350887	0.0372322	0.0393191	0.0412760	0.0431339	0.0449860	0.0467232	0.0483772	0.0500743	0.0517187	0.0533091	0.0548717	0.0563688	0.0577714	0.0591379	0.0604971	0.0618036	0.0630254	0.0642511	0.0654165	0.0665053	0.0675463	0.0685566	0.0695343	0.0704734	0.0710950
22	102.000	75.0000	96.0000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.00449441	0.0124145	0.0159775	0.0193780	0.0222685	0.0248281	0.0273761	0.0299863	0.0323053	0.0344299	0.0365760	0.0387274	0.0408039	0.0427600	0.0447253	0.0465978	0.0483810	0.0502327	0.0520376	0.0538089	0.0555653	0.0572261	0.0588452	0.0604806	0.0620842	0.0636355	0.0651686	0.0666179	0.0680200	0.0694009	0.0707358	0.0719947	0.0731856	0.0739349
