time step	time (yr)	temp (°C)	Al eqm CAR (mol/cm^3)	Al in CAR (mol)	Al in CAP (mol)	Al in fluid (mol)	CAR (g)	CAP (g)	numPorph	Mean rxn aff (kJ/mol)
4125	8250000	532.500000	8.1291e-07	0.00305833	3.7827e-05	0.00437452	0.632572	0.00746531	32	9.47077
4250	8500000	535.000000	8.21326e-07	0.0029841	6.51809e-05	0.00441794	0.617218	0.0128637	46	9.75161
4375	8750000	535.000000	8.21326e-07	0.00294243	0.000106649	0.00441513	0.608599	0.0210475	57	9.73423
4500	9000000	535.000000	8.21326e-07	0.00288875	0.000162468	0.00441094	0.597496	0.0320636	65	9.70826
4625	9250000	535.000000	8.21326e-07	0.0028206	0.000233036	0.00440573	0.583399	0.0459906	75	9.67597
4750	9500000	535.000000	8.21326e-07	0.00273775	0.000320185	0.00439879	0.566265	0.0631899	85	9.63284
4875	9750000	535.000000	8.21326e-07	0.00264121	0.000422611	0.00439081	0.546297	0.0834039	94	9.58339
5000	10000000	535.000000	8.21326e-07	0.0025315	0.000540263	0.00438064	0.523604	0.106623	102	9.52015
5125	10250000	535.000000	8.21326e-07	0.0024068	0.000675629	0.00436782	0.497813	0.133338	112	9.44012
5250	10500000	535.000000	8.21326e-07	0.00226789	0.000826125	0.00435388	0.46908	0.163039	123	9.3534
5375	10750000	535.000000	8.21326e-07	0.00211614	0.000992428	0.00433672	0.437693	0.195859	129	9.24622
5500	11000000	535.000000	8.21326e-07	0.00195281	0.00117424	0.00431564	0.40391	0.231742	140	9.11433
5625	11250000	535.000000	8.21326e-07	0.00178063	0.00136864	0.00429128	0.368298	0.270106	149	8.96189
5750	11500000	535.000000	8.21326e-07	0.00160027	0.00157607	0.00426194	0.330992	0.311043	159	8.77747
5875	11750000	535.000000	8.21326e-07	0.00141504	0.00179378	0.00422741	0.29268	0.354009	168	8.55946
6000	12000000	535.000000	8.21326e-07	0.00122678	0.00201987	0.00418717	0.253742	0.398629	174	8.30407
6125	12250000	535.000000	8.21326e-07	0.00104052	0.0022514	0.00414034	0.215217	0.444323	182	8.00492
6250	12500000	535.000000	8.21326e-07	0.000859408	0.00248519	0.0040861	0.177756	0.490461	187	7.65642
6375	12750000	535.000000	8.21326e-07	0.000690282	0.00271549	0.00402396	0.142775	0.535913	190	7.25437
6500	13000000	535.000000	8.21326e-07	0.000536943	0.00293834	0.00395358	0.111059	0.579894	194	6.79454
6625	13250000	535.000000	8.21326e-07	0.000402862	0.00315011	0.00387505	0.0833261	0.621687	198	6.27532
6750	13500000	535.000000	8.21326e-07	0.000293524	0.00334693	0.00378719	0.0607113	0.660529	198	5.68645
6875	13750000	535.000000	8.21326e-07	0.000209109	0.00352377	0.00369475	0.0432511	0.69543	198	5.0565
7000	14000000	535.000000	8.21326e-07	0.000145304	0.00367932	0.003603	0.0300541	0.726128	198	4.42017
7125	14250000	535.000000	8.21326e-07	9.85234e-05	0.00381356	0.00351554	0.0203781	0.75262	198	3.80382
7250	14500000	535.000000	8.21326e-07	6.65967e-05	0.00392709	0.0034337	0.0137746	0.775026	199	3.21767
7375	14750000	535.000000	8.21326e-07	4.58437e-05	0.00402183	0.00335944	0.0094821	0.793723	200	2.67544
7500	15000000	535.000000	8.21326e-07	3.17953e-05	0.00409963	0.00329568	0.00657639	0.809079	200	2.20018
7625	15250000	535.000000	8.21326e-07	2.15546e-05	0.00416275	0.0032428	0.00445827	0.821535	200	1.79949
7750	15500000	535.000000	8.21326e-07	1.47349e-05	0.00421348	0.00319889	0.0030477	0.831548	200	1.46297
7875	15750000	535.000000	8.21326e-07	1.08382e-05	0.00425414	0.00316212	0.00224173	0.839571	200	1.17848
8000	16000000	535.000000	8.21326e-07	8.06009e-06	0.00428649	0.00313255	0.00166711	0.845956	200	0.946376
8125	16250000	535.000000	8.21326e-07	5.74559e-06	0.00431214	0.00310921	0.00118839	0.851019	200	0.761061
8250	16500000	535.000000	8.21326e-07	3.84192e-06	0.00433241	0.00309085	0.000794645	0.855018	200	0.614191
8375	16750000	535.000000	8.21326e-07	2.32845e-06	0.00434851	0.00307627	0.000481607	0.858195	200	0.497033
8500	17000000	535.000000	8.21326e-07	1.19041e-06	0.00436132	0.0030646	0.000246218	0.860723	200	0.403088
8625	17250000	535.000000	8.21326e-07	4.2555e-07	0.00437153	0.00305515	8.80188e-05	0.862738	200	0.327014
8750	17500000	535.000000	8.21326e-07	3.86072e-08	0.00437969	0.00304737	7.98535e-06	0.86435	200	0.264397
8875	17750000	535.000000	8.21326e-07	0	0.00438625	0.00304085	0	0.865644	200	0.21181
9000	18000000	535.000000	8.21326e-07	0	0.00439151	0.00303559	0	0.866682	200	0.168983
9125	18250000	535.000000	8.21326e-07	0	0.00439571	0.00303139	0	0.867511	200	0.134493
9250	18500000	535.000000	8.21326e-07	0	0.00439906	0.00302805	0	0.868171	200	0.106873
9375	18750000	535.000000	8.21326e-07	0	0.00440171	0.00302539	0	0.868695	200	0.0848497
9500	19000000	535.000000	8.21326e-07	0	0.00440381	0.00302329	0	0.86911	200	0.0673192
9625	19250000	535.000000	8.21326e-07	0	0.00440548	0.00302162	0	0.869439	200	0.0533899
9750	19500000	535.000000	8.21326e-07	0	0.0044068	0.0030203	0	0.869699	200	0.0423341
9875	19750000	535.000000	8.21326e-07	0	0.00440784	0.00301926	0	0.869905	200	0.0335616
9876	19752000	535.000000	8.21326e-07	0	0.00440785	0.00301925	0	0.869907	200	0.0334993
