Num ppbs	979
Nucl time (y)	Nucl temp (°C)	x (vox)	y (vox)	z (vox)	Vol (cm^3)	Ext Vol(cm^3)	Rxn affinity (kJ/mol)
7969400	514.694	81	93	5	0.000522768	0.000522768	12.4679
7989200	514.892	27	38	45	0.00239072	0.00239072	13.5949
7989400	514.894	112	23	40	0.00371935	0.00371935	13.5952
7999000	514.99	42	51	90	0.00155716	0.00160509	13.6117
8003800	515.038	64	64	86	0.000679264	0.000679264	12.9174
8016800	515.168	101	81	94	0.00280737	0.00283134	13.6423
8018000	515.18	39	112	3	0.00166444	0.00166444	13.6444
8019200	515.192	51	55	132	0.00148667	0.00148667	13.6465
8020000	515.2	75	48	51	0.000537903	0.000543895	11.2037
8037600	515.376	25	40	102	0.00148048	0.00149246	13.6781
8038200	515.382	63	11	71	0.000435258	0.000435258	12.2664
8043600	515.436	137	125	97	0.00259034	0.00265625	13.6885
8047400	515.474	105	29	136	0.00159876	0.00189836	13.695
8049600	515.496	98	116	123	0.00225472	0.00225472	13.6988
8066600	515.666	84	99	9	0.000818969	0.000818969	13.4143
8078600	515.786	124	71	133	0.00237292	0.00237292	13.7487
8090000	515.9	57	21	25	0.000715093	0.000715093	12.9527
8108600	516.086	42	125	83	0.00177402	0.00181597	13.8003
8110800	516.108	43	26	133	0.00263545	0.00263545	13.8041
8119000	516.19	134	42	35	0.00470619	0.00470619	13.8182
8136400	516.364	55	118	92	0.00146083	0.00146083	13.6317
8137800	516.378	94	82	2	0.000344975	0.00108798	10.7563
8156400	516.564	26	119	32	0.00127293	0.00127293	13.8825
8162800	516.628	116	12	56	0.0020357	0.0020357	13.8935
8165800	516.658	93	136	91	0.00297116	0.00297116	13.8987
8195200	516.952	99	31	94	0.00178439	0.00178439	13.9493
8195600	516.956	73	92	32	0.000459684	0.000459684	11.7087
8216800	517.168	54	44	120	0.000610539	0.000610539	13.4031
8238200	517.382	121	109	89	0.00254331	0.00288485	14.0233
8251600	517.516	22	103	73	0.00121832	0.00164375	14.0464
8255200	517.552	93	108	54	0.000724742	0.000982398	14.0526
8287800	517.878	91	82	127	0.00179791	0.00181588	14.1087
8300600	518.006	71	17	42	0.000367767	0.000397727	10.8734
8320200	518.202	118	126	40	0.00224491	0.00288006	14.1645
8327600	518.276	123	5	122	0.00121187	0.00121187	14.1772
8330200	518.302	37	64	74	0.00212166	0.00286467	14.1817
8335600	518.356	69	7	64	0.00054134	0.00054134	12.5784
8336000	518.36	1	140	116	0.000276337	0.000276337	14.1917
8340600	518.406	65	55	98	0.000486838	0.000486838	12.5715
8341400	518.414	23	84	123	0.00155354	0.00155354	14.201
8354600	518.546	127	2	33	0.00144406	0.00155192	14.2237
8354800	518.548	25	1	3	0.00118449	0.00118449	14.224
8366200	518.662	103	109	108	0.00111356	0.00114352	14.2437
8367800	518.678	24	91	94	0.00124691	0.00124691	14.2464
8394000	518.94	89	76	97	0.00160245	0.00160245	14.2915
8394600	518.946	34	94	30	0.00122741	0.00140717	14.2926
8405600	519.056	117	125	36	0.00279234	0.00360126	14.3115
8443800	519.438	61	15	37	0.000877127	0.000877127	12.6468
8452600	519.526	114	38	95	0.00109884	0.00109884	14.3924
8453400	519.534	48	75	1	0.00149414	0.00149414	14.3938
8472800	519.728	100	112	86	0.00336908	0.00338706	14.4272
8523400	520.234	105	2	106	0.00186108	0.00186108	14.5144
8530000	520.3	44	98	111	0.00142636	0.00166005	14.5257
8547600	520.476	49	120	115	0.00110423	0.00111022	14.556
8561000	520.61	133	95	101	0.00138654	0.00153634	14.5791
8573400	520.734	135	10	127	0.00250534	0.00250534	14.6005
8620600	521.206	21	38	133	0.00175514	0.00175514	14.6818
8627600	521.276	77	103	19	0.00044578	0.00044578	12.3546
8638000	521.38	136	24	18	0.00359107	0.00359107	14.7118
8642200	521.422	124	28	58	0.00220659	0.00220659	14.719
8647600	521.476	17	79	18	0.00217979	0.00217979	14.7283
8660000	521.6	41	120	88	0.00219276	0.0022407	14.7497
8691200	521.912	53	59	66	0.00202528	0.00202528	14.8034
8704600	522.046	36	64	76	0.000799577	0.00159651	13.2031
8710000	522.1	108	81	52	0.00235265	0.00258634	14.8358
8728600	522.286	16	86	129	0.00211277	0.00211277	14.8679
8734800	522.348	115	75	18	0.00328825	0.00328825	14.8786
8737600	522.376	103	127	67	0.00103903	0.00175207	12.761
8751400	522.514	19	81	92	0.00122779	0.00122779	14.9072
8766200	522.662	64	103	64	0.000498186	0.000498186	12.7127
8786600	522.866	32	80	102	0.00034761	0.000629234	11.0526
8795200	522.952	92	39	109	0.000732121	0.000732121	14.9826
8808600	523.086	26	33	55	0.0025959	0.0025959	15.0057
8818600	523.186	132	136	14	0.00339242	0.00339242	15.023
8856000	523.56	36	44	101	0.00165212	0.00165212	15.0874
8873400	523.734	122	71	103	0.00238964	0.00238964	15.1174
8887400	523.874	36	82	89	0.000934893	0.000934893	15.1416
8888400	523.884	28	80	50	0.000761711	0.000791671	15.1433
8888800	523.888	76	116	139	0.000229309	0.000229309	11.9851
8911200	524.112	26	1	36	0.00177073	0.00177073	15.1826
8917400	524.174	5	96	124	0.00156861	0.00156861	15.1933
8917600	524.176	139	24	49	0.00165287	0.00165287	15.1936
8933400	524.334	140	113	75	0.000870997	0.000870997	15.2209
8936400	524.364	5	90	20	0.00174592	0.00174592	15.226
8973400	524.734	94	132	64	0.00218823	0.00218823	15.2898
8974600	524.746	41	26	87	0.0016611	0.0016611	15.2919
8981800	524.818	42	35	104	0.00184649	0.00184649	15.3043
8983600	524.836	68	98	8	0.000123993	0.000123993	9.59194
8987600	524.876	98	73	56	0.00189563	0.00190762	15.3143
8992200	524.922	99	119	48	0.000753248	0.000885072	15.3223
8996200	524.962	91	36	97	0.000656929	0.000656929	15.3291
9008400	525.084	71	127	100	0.000376794	0.000376794	12.616
9018600	525.186	77	89	127	0.000439511	0.000439511	12.9067
9039200	525.392	97	98	102	0.00103347	0.00103347	15.4033
9042400	525.424	49	82	10	0.0016531	0.0016531	15.4088
9060400	525.604	32	44	48	0.00200526	0.00201724	15.4399
9069600	525.696	127	4	133	0.00190871	0.00190871	15.4557
9070200	525.702	94	122	119	0.000963832	0.000963832	15.4568
9078200	525.782	125	36	36	0.0026633	0.00282508	15.4706
9081400	525.814	3	39	34	0.00182758	0.00182758	15.4761
9082000	525.82	66	75	86	0.000451794	0.000451794	13.543
9104200	526.042	41	90	139	0.00113841	0.00113841	15.5154
9104600	526.046	42	43	82	0.00240665	0.00240665	15.5161
9106000	526.06	74	37	27	0.000265142	0.000265142	11.7599
9131000	526.31	58	63	118	0.000338716	0.000338716	13.6602
9136600	526.366	30	55	91	0.00145394	0.00145394	15.5713
9149000	526.49	38	13	55	0.00125066	0.00166411	15.5927
9156000	526.56	102	1	90	0.000609858	0.000609858	15.6047
9167000	526.67	90	3	10	0.000794006	0.000883886	14.9817
9170800	526.708	95	100	116	0.00190293	0.00190293	15.6303
9190600	526.906	34	53	131	0.00201066	0.00201066	15.6644
9200800	527.008	6	110	28	0.000324101	0.000324101	15.682
9204400	527.044	23	25	26	0.00248868	0.00248868	15.6882
9229000	527.29	110	98	23	0.00216422	0.00216422	15.7307
9256600	527.566	121	66	71	0.00192867	0.00192867	15.7783
9264200	527.642	26	36	114	0.00152226	0.00152226	15.7914
9269000	527.69	58	19	31	0.000498788	0.000498788	12.5232
9286600	527.866	85	44	73	0.000949356	0.000949356	15.3443
9293200	527.932	108	65	131	0.0021914	0.0021914	15.8414
9298000	527.98	48	67	81	0.00109111	0.00109111	15.8497
9300200	528.002	85	106	76	0.000660525	0.000660525	15.4086
9302800	528.028	16	139	44	0.00093986	0.00093986	15.858
9303600	528.036	36	130	23	0.00199089	0.00199089	15.8594
9308200	528.082	1	97	58	0.00213528	0.00213528	15.8673
9313400	528.134	44	64	121	0.00101807	0.00101807	15.8763
9319600	528.196	85	124	99	0.00012028	0.0001802	9.99
9324600	528.246	55	40	97	0.000653173	0.000653173	14.3515
9326400	528.264	39	23	78	0.00166289	0.00166289	15.8987
9341600	528.416	78	91	84	0.000414011	0.000414011	14.1944
9355600	528.556	7	3	99	0.00131536	0.00131536	15.9491
9358000	528.58	50	100	14	0.000486954	0.000486954	15.9533
9358800	528.588	91	11	59	0.00162545	0.00162545	15.9546
9361400	528.614	130	28	113	0.00161416	0.00161416	15.9591
9366600	528.666	37	123	42	0.00124907	0.00124907	15.9681
9369800	528.698	112	50	35	0.00308247	0.00308247	15.9736
9427000	529.27	67	111	70	0.000187399	0.000187399	10.8563
9441600	529.416	140	93	84	0.000726442	0.000726442	16.0975
9460200	529.602	91	23	104	0.00137855	0.00137855	16.1297
9473200	529.732	58	74	97	0.000343414	0.000343414	13.902
9482200	529.822	99	40	85	0.00109927	0.00109927	16.1676
9484800	529.848	94	11	47	0.00145176	0.00145176	16.1721
9502000	530.02	100	42	127	0.000477566	0.00054947	15.3231
9514800	530.148	25	117	60	0.00137586	0.00137586	16.2239
9515000	530.15	68	129	41	0.000192535	0.000192535	12.1085
9518800	530.188	34	133	98	0.00189502	0.00229049	16.2308
9533600	530.336	108	61	59	0.00076038	0.00079034	16.2564
9560800	530.608	97	60	89	0.00177714	0.00177714	16.3033
9569400	530.694	101	119	45	0.000664594	0.000838362	16.3182
9571000	530.71	99	115	11	0.00174942	0.00174942	16.3209
9590800	530.908	77	67	99	0.000358609	0.000358609	14.1525
9591000	530.91	18	43	33	0.00190125	0.00191323	16.3555
9595400	530.954	92	84	18	0.00160807	0.00160807	16.3631
9620600	531.206	34	105	59	0.000921699	0.000921699	16.4066
9625400	531.254	35	82	71	0.00156846	0.00156846	16.4149
9625800	531.258	99	7	25	0.00363179	0.00363179	16.4156
9626200	531.262	35	69	77	0.000832073	0.000891993	16.4163
9628800	531.288	10	75	77	0.000677707	0.000887427	14.6872
9630600	531.306	68	9	123	0.000146316	0.000146316	9.47437
9640600	531.406	61	126	132	0.000186723	0.000186723	12.6164
9657600	531.576	92	100	10	0.00119308	0.00119308	16.4705
9680600	531.806	76	29	2	0.000465116	0.000465116	13.4018
9682800	531.828	32	9	57	0.0018604	0.0018664	16.514
9698400	531.984	86	67	22	0.000878521	0.000878521	16.5409
9705400	532.054	70	8	131	8.75283e-05	8.75283e-05	6.90166
9708400	532.084	66	128	38	0.00017996	0.00017996	11.8535
9717600	532.176	47	72	88	0.000417919	0.000489823	16.5741
9723400	532.234	90	110	20	0.000977093	0.000977093	16.5841
9729200	532.292	67	74	121	0.000154025	0.000154025	11.0893
9745200	532.452	106	79	51	0.000299806	0.00055147	14.0965
9748000	532.48	50	130	55	0.000674127	0.000674127	16.6266
9757200	532.572	46	73	86	0.000368574	0.000500398	16.6425
9772400	532.724	103	36	108	0.00122736	0.00122736	16.6688
9779400	532.794	117	104	109	0.00125659	0.00125659	16.6809
9803800	533.038	2	130	60	0.0014058	0.0014058	16.723
9807800	533.078	11	118	88	0.0018667	0.00204047	16.7299
9813200	533.132	8	81	27	0.00192997	0.00192997	16.7392
9813800	533.138	39	125	111	0.00248509	0.00248509	16.7403
9822000	533.22	130	6	72	0.00298283	0.00298283	16.7544
9825000	533.25	89	96	38	0.0015929	0.0015929	16.7596
9839200	533.392	20	49	29	0.00162728	0.00163328	16.7842
9869200	533.692	57	100	128	0.000348172	0.000348172	13.9726
9879000	533.79	83	65	52	0.000761764	0.000761764	16.1251
9916400	534.164	41	74	79	0.000823047	0.000823047	16.9175
9918800	534.188	56	134	93	0.000796489	0.000796489	16.3187
9925000	534.25	138	14	41	0.00153382	0.00153382	16.9324
9928600	534.286	132	128	107	0.00241359	0.00241359	16.9386
9954800	534.548	8	72	19	0.00211365	0.00211365	16.9839
9961800	534.618	85	136	139	0.000332661	0.000332661	16.996
9976200	534.762	8	113	87	0.00187482	0.00207855	17.0209
9987400	534.874	96	13	139	0.00134381	0.00134381	17.0402
9987800	534.878	44	41	15	0.00150358	0.00150358	17.0409
9992000	534.92	72	101	108	0.000107623	0.000107623	9.74118
9993800	534.938	104	97	127	0.00299465	0.00299465	17.0513
10003400	535	20	30	62	0.00158531	0.00158531	17.0622
10011600	535	115	96	55	0.000836825	0.000872777	17.0626
10033600	535	120	76	75	0.000750953	0.00107452	14.3565
10066800	535	63	23	114	0.000130972	0.000130972	10.1701
10080000	535	101	36	19	0.00190837	0.00200424	17.0659
10086600	535	41	67	76	0.000284894	0.000326838	16.3548
10100800	535	103	7	50	0.00114201	0.00114201	17.0669
10109600	535	123	36	35	0.000248926	0.00156117	8.90845
10118600	535	110	131	89	0.00309766	0.00309766	17.0677
10124400	535	76	115	62	0.000251749	0.000251749	12.9697
10131600	535	98	108	2	0.00112951	0.00112951	17.0684
10135400	535	107	48	12	0.00298657	0.00298657	17.0686
10147600	535	97	50	63	0.000790252	0.00084418	16.5261
10153600	535	68	94	47	0.000159136	0.000159136	11.8702
10164000	535	73	43	32	0.000127169	0.000127169	9.0156
10182800	535	101	30	32	0.00126837	0.00126837	17.0708
10189400	535	28	94	72	0.000896603	0.000896603	17.0712
10195600	535	59	128	126	0.000128321	0.000128321	10.245
10196800	535	136	125	94	0.000100665	0.000262449	9.0311
10227400	535	2	41	105	0.000735404	0.000735404	17.073
10234800	535	4	67	122	0.00124503	0.00130495	17.0734
10238400	535	31	117	34	0.00019257	0.00019257	15.0071
10251400	535	103	42	129	0.000308563	0.000482331	12.013
10254600	535	21	110	48	0.00157849	0.00157849	17.0743
10260800	535	31	59	19	0.000805984	0.00091384	15.7879
10269400	535	131	97	129	0.0002383	0.0002383	13.5754
10289800	535	25	58	118	0.000604005	0.000609997	17.076
10302400	535	37	65	114	0.00069278	0.00069278	17.0766
10327800	535	86	30	82	0.000219018	0.000219018	14.7688
10342800	535	21	61	117	0.000679155	0.000691139	17.0786
10351800	535	55	8	10	0.000536524	0.000536524	14.7021
10355400	535	40	120	26	9.44218e-05	0.000106406	11.6227
10369600	535	42	116	128	0.000747289	0.000747289	17.0799
10369600	535	48	49	28	0.000631848	0.000631848	17.0799
10400000	535	130	54	112	0.00146174	0.00146174	17.0813
10430600	535	125	49	98	0.000213768	0.00024972	10.4658
10443400	535	83	88	129	0.000304165	0.000304165	13.258
10444600	535	81	79	14	0.000124743	0.000124743	11.1223
10453600	535	31	81	132	0.000233915	0.000233915	16.122
10455800	535	133	140	21	0.000793612	0.000793612	17.084
10456800	535	17	93	135	0.000235743	0.000265703	13.3591
10462200	535	85	106	70	0.000208008	0.000208008	12.8496
10478800	535	66	100	51	0.000134406	0.000134406	11.7038
10479600	535	43	53	79	0.000383935	0.000497783	13.4835
10490600	535	106	121	50	0.000679066	0.000679066	17.0857
10502800	535	109	25	99	0.000759835	0.000759835	17.0863
10519800	535	15	9	87	0.000272373	0.000350269	12.1624
10521200	535	72	127	130	7.61083e-05	7.61083e-05	10.0465
10530800	535	140	13	118	0.000449177	0.000449177	17.0876
10548800	535	69	120	90	5.34243e-05	5.34243e-05	6.79482
10554600	535	19	119	108	0.000717096	0.000789	15.7108
10565600	535	3	57	93	0.000425343	0.000443319	15.7122
10583600	535	4	68	121	7.05035e-05	0.000256256	10.7436
10587800	535	131	64	14	0.00349032	0.00349032	17.0904
10612200	535	77	37	29	7.18487e-05	7.18487e-05	6.86731
10617600	535	61	65	99	7.1376e-05	7.1376e-05	10.8663
10634600	535	4	33	117	5.18411e-05	6.98171e-05	8.06265
10636000	535	18	77	76	0.00111585	0.00111585	17.0927
10644800	535	67	62	102	6.43201e-05	6.43201e-05	9.09069
10646000	535	83	83	97	0.000112361	0.000112361	13.5309
10654600	535	34	6	1	0.000827257	0.000827257	17.0936
10655800	535	60	125	81	0.000197134	0.000197134	13.2394
10660800	535	92	115	69	0.00127788	0.00127788	17.0939
10666800	535	122	38	137	0.00264229	0.00264229	17.0942
10674200	535	106	5	73	0.000145619	0.000259467	8.67876
10676600	535	14	24	128	0.000324896	0.000324896	12.3646
10686800	535	138	71	21	0.00181363	0.00181363	17.0952
10687400	535	112	122	70	0.00234505	0.00234505	17.0952
10702600	535	86	73	56	0.00037874	0.00037874	17.0959
10702600	535	57	65	100	0.000117564	0.000117564	12.0822
10715400	535	122	118	2	0.00194602	0.00194602	17.0966
10716800	535	65	97	75	0.000125769	0.000125769	10.4405
10726600	535	134	65	63	0.00188784	0.00194177	17.0971
10740800	535	48	76	129	0.000396852	0.000396852	17.0978
10745600	535	42	79	58	0.000284954	0.000344874	11.868
10753400	535	125	35	8	0.00245248	0.00250041	17.0984
10760000	535	1	84	56	0.000302352	0.000302352	15.6224
10771400	535	63	136	44	0.000142321	0.000142321	10.9877
10771600	535	45	94	70	0.000738421	0.000738421	17.0993
10775400	535	18	23	87	0.0010014	0.0010014	17.0995
10775600	535	13	128	96	0.00272637	0.00272637	17.0995
10797400	535	18	112	121	0.000833573	0.000833573	17.1005
10803600	535	34	28	101	0.000590354	0.000590354	17.1008
10808000	535	65	117	121	5.05928e-05	5.05928e-05	7.15732
10812400	535	45	111	120	0.000260902	0.000260902	15.9582
10820200	535	100	34	15	0.000531003	0.000644851	17.1016
10874200	535	134	34	117	0.00160215	0.00160215	17.1042
10881400	535	111	137	120	0.000819571	0.000819571	17.1046
10894200	535	7	26	140	0.000242511	0.000242511	15.9197
10897800	535	136	45	113	0.00181064	0.00181064	17.1054
10913400	535	3	108	104	0.00036619	0.00036619	16.585
10921400	535	89	111	26	0.000366077	0.000366077	17.1065
10931000	535	26	52	123	0.000211229	0.000211229	16.1387
10936600	535	100	96	91	0.000742952	0.000742952	17.1072
10944000	535	113	40	36	0.00104981	0.00104981	17.1076
10945200	535	95	37	91	5.30088e-05	5.30088e-05	15.2472
10962000	535	133	116	76	0.000970524	0.000970524	17.1085
10968400	535	59	15	20	0.000187178	0.000187178	10.8219
10974600	535	27	67	15	0.000176308	0.000278172	8.00956
10980800	535	46	98	103	0.000220633	0.000256585	10.0033
10995000	535	23	94	124	0.000387027	0.000387027	17.1101
11014800	535	23	124	88	0.000811056	0.000811056	17.111
11016000	535	12	2	41	0.000293749	0.000293749	15.7439
11037400	535	46	109	38	0.000260726	0.000260726	17.1121
11042200	535	73	81	107	4.86591e-05	4.86591e-05	8.08212
11042400	535	102	24	38	0.000643646	0.000643646	17.1124
11045000	535	29	55	4	0.00308085	0.00308085	17.1125
11063000	535	48	57	97	0.00035843	0.00035843	17.1133
11063800	535	122	76	124	0.00048105	0.00048105	17.1134
11070200	535	4	134	54	0.000942495	0.000942495	17.1137
11082000	535	128	118	135	0.000461392	0.000461392	17.1143
11084200	535	44	84	128	0.00038588	0.00038588	17.1144
11089000	535	106	117	114	0.000118509	0.000118509	12.1598
11103200	535	136	129	53	0.00102238	0.00102838	16.6495
11108000	535	9	21	85	0.00110205	0.00110205	17.1155
11112400	535	120	69	29	7.62203e-05	0.000238004	6.88522
11114600	535	3	29	28	0.000502523	0.000538475	14.021
11123400	535	135	69	58	0.00128092	0.00130489	17.1163
11127600	535	61	24	13	7.61467e-05	7.61467e-05	7.98079
11133400	535	127	26	101	5.6108e-05	6.8092e-05	6.29351
11136200	535	53	70	5	0.000390026	0.000390026	14.5055
11143200	535	107	53	76	0.000686661	0.000686661	17.1172
11144200	535	79	71	72	0.000256017	0.000256017	13.7293
11189000	535	92	32	9	0.00133196	0.00133196	17.1194
11197200	535	101	41	61	0.000712569	0.000712569	17.1198
11199800	535	138	32	63	0.000919822	0.000919822	17.12
11201400	535	44	55	79	7.76952e-05	0.000107655	8.93095
11240800	535	31	80	19	0.000985143	0.000985143	17.1219
11316600	535	121	140	59	0.000544853	0.000544853	17.1256
11341800	535	113	41	48	0.000339591	0.000357567	14.0932
11342400	535	113	10	104	0.000432119	0.000432119	17.1268
11343800	535	41	127	97	0.000190774	0.000190774	12.9495
11345800	535	59	128	118	3.54924e-05	3.54924e-05	4.53529
11349200	535	88	89	60	0.000320291	0.000320291	16.1839
11350600	535	47	53	50	0.000637258	0.000637258	17.1272
11365200	535	70	136	80	0.00015267	0.00015267	12.1402
11370200	535	28	20	120	0.00125485	0.00125485	17.1282
11378600	535	113	68	112	0.000307383	0.000307383	17.1286
11417200	535	102	96	30	0.00112151	0.00112151	17.1304
11420600	535	19	12	63	0.000144662	0.000192598	10.0493
11420800	535	118	24	139	0.000881368	0.000881368	17.1306
11428800	535	5	125	42	0.000337556	0.000337556	17.131
11433800	535	17	32	134	3.64437e-05	3.64437e-05	6.22099
11441800	535	42	10	69	2.23155e-05	2.23155e-05	5.36451
11442200	535	100	72	16	0.000687377	0.000687377	17.1317
11459800	535	48	25	35	0.000585719	0.000585719	17.1325
11460000	535	106	118	32	0.00119609	0.00119609	17.1325
11488800	535	42	51	36	7.38797e-05	7.38797e-05	8.91929
11491000	535	92	134	100	0.000185128	0.000185128	14.9184
11525000	535	100	66	42	0.000834459	0.000834459	17.1357
11560400	535	1	94	10	0.000385268	0.000385268	17.1374
11581200	535	50	71	98	4.77614e-05	4.77614e-05	11.6495
11587200	535	30	52	105	0.000162534	0.000162534	16.3282
11609600	535	15	78	27	0.000310981	0.000310981	17.1397
11614400	535	104	84	97	0.00015649	0.00018645	9.81576
11623000	535	134	15	60	0.00014333	0.000179282	9.17155
11627800	535	90	81	85	0.000164978	0.000164978	17.1406
11639200	535	109	140	116	0.000262066	0.000262066	17.1412
11655200	535	53	21	48	0.000553757	0.000553757	15.6977
11659600	535	12	78	44	0.000306935	0.000306935	15.9394
11663800	535	81	37	23	9.63257e-05	9.63257e-05	7.92855
11670800	535	132	48	127	0.00165591	0.00165591	17.1427
11678400	535	3	26	1	0.00116335	0.00116335	17.1431
11679400	535	111	60	89	0.000135083	0.000135083	13.0936
11685000	535	68	83	127	2.4258e-05	2.4258e-05	4.44609
11687600	535	66	125	51	2.92755e-05	2.92755e-05	5.17412
11706600	535	97	85	98	4.13879e-05	4.13879e-05	7.79842
11711800	535	15	55	131	0.000683672	0.000683672	17.1447
11730000	535	116	4	95	0.000316438	0.000316438	17.1456
11764600	535	87	49	42	0.000276712	0.000276712	13.8532
11779000	535	100	117	90	0.000197657	0.000197657	14.0104
11803000	535	93	108	121	8.44504e-05	8.44504e-05	16.1663
11805400	535	119	28	127	0.000760663	0.000760663	17.1492
11807000	535	86	113	122	2.93307e-05	2.93307e-05	7.35137
11827800	535	135	135	103	0.000887275	0.000887275	17.1503
11844400	535	120	93	107	0.000666802	0.000666802	17.1511
11850000	535	35	59	52	0.000442746	0.000442746	16.5329
11870000	535	17	44	41	6.03792e-05	6.03792e-05	11.2793
11874000	535	42	96	77	0.000175753	0.000175753	15.7887
11883800	535	116	119	117	5.53082e-05	5.53082e-05	12.0505
11885400	535	125	7	86	0.000421519	0.000421519	17.1531
11898800	535	94	60	30	0.000340151	0.000340151	15.9305
11904000	535	23	76	84	0.000178333	0.000178333	17.154
11910800	535	133	36	64	0.000288524	0.000288524	16.7495
11912200	535	21	105	134	0.000567741	0.000567741	16.5883
11916000	535	54	72	86	2.64817e-05	2.64817e-05	6.21926
11940600	535	137	62	47	0.0016017	0.00163766	17.1557
11947600	535	87	102	25	9.84183e-05	9.84183e-05	13.0202
11965200	535	121	56	27	0.000670561	0.000670561	15.4217
11965400	535	105	107	7	0.000338156	0.000338156	16.2902
11976200	535	7	89	44	0.000773397	0.000773397	17.1574
11977800	535	113	53	72	0.000232733	0.000232733	17.1575
12007000	535	61	74	21	5.93867e-05	5.93867e-05	7.28783
12014800	535	113	105	86	0.000793717	0.000793717	17.1593
12019600	535	132	117	8	0.000864794	0.000864794	17.1595
12048600	535	7	89	98	0.000112951	0.000136919	9.14601
12073800	535	29	137	131	0.00174754	0.00174754	17.1622
12076600	535	135	77	21	0.000576298	0.00058229	17.1623
12093200	535	121	43	41	0.000441238	0.000441238	17.1631
12105000	535	29	132	70	0.000236025	0.000236025	14.6026
12115400	535	44	122	46	1.01626e-05	1.01626e-05	2.9917
12129600	535	102	49	101	7.18943e-05	7.18943e-05	10.7763
12148400	535	123	86	136	2.62724e-05	3.22644e-05	5.01835
12153000	535	37	101	88	0.000407674	0.000407674	17.166
12159800	535	64	125	9	2.17356e-05	2.17356e-05	4.30421
12160000	535	133	27	87	0.000310265	0.000310265	12.8578
12165200	535	94	59	133	0.000130116	0.000130116	11.8247
12174000	535	115	93	35	0.000580772	0.000580772	17.167
12178400	535	23	55	89	0.00024903	0.00024903	13.359
12183400	535	95	26	133	0.000192898	0.000192898	14.5855
12200400	535	101	132	44	0.000196904	0.000196904	17.1683
12205600	535	93	126	91	0.000128108	0.000128108	12.9799
12206800	535	40	32	26	6.17239e-05	6.17239e-05	7.9957
12221400	535	14	45	64	0.00046654	0.00046654	17.1693
12228800	535	20	5	80	0.000347868	0.000347868	17.1696
12242400	535	118	49	126	0.000842874	0.000842874	17.1703
12275200	535	108	4	87	3.55902e-05	3.55902e-05	7.99948
12276400	535	110	78	127	0.000346827	0.000346827	17.1719
12277400	535	100	36	38	0.000203147	0.000203147	17.172
12289200	535	4	133	73	0.000726533	0.000726533	17.1726
12299200	535	14	112	45	0.000245064	0.000245064	17.173
12301600	535	45	70	76	2.60827e-05	2.60827e-05	6.31164
12313000	535	102	19	123	0.000105549	0.000117533	9.91088
12324000	535	80	83	47	2.59725e-05	2.59725e-05	5.23592
12347000	535	100	125	119	2.41797e-05	2.41797e-05	7.9162
12347600	535	117	48	114	0.000429518	0.000429518	17.1754
12390600	535	26	2	76	0.000285	0.000285	17.1775
12405800	535	28	139	3	0.000407736	0.000407736	16.1729
12413200	535	41	32	110	3.05065e-05	3.05065e-05	9.40631
12425600	535	1	11	104	6.1343e-05	6.7335e-05	4.17433
12440200	535	53	124	26	2.77148e-05	2.77148e-05	6.16365
12497000	535	23	32	37	0.000166642	0.000166642	17.1826
12524400	535	39	80	34	0.000148779	0.000148779	16.1571
12527200	535	26	19	137	0.000788161	0.000788161	16.3369
12527200	535	125	25	64	2.98844e-05	2.98844e-05	6.70776
12547600	535	30	9	119	0.000847163	0.000847163	15.8534
12674400	535	12	114	96	5.21613e-05	5.21613e-05	8.87496
12677400	535	100	55	94	3.10266e-05	3.10266e-05	10.3013
12691200	535	105	50	44	0.000176158	0.000176158	17.192
12731200	535	22	129	97	0.000484135	0.000484135	17.1939
12764000	535	133	65	47	0.000588751	0.000642679	17.1955
12766600	535	34	16	34	0.000133017	0.000156985	8.82693
12767600	535	135	102	88	3.06604e-05	3.06604e-05	6.44734
12814000	535	78	30	62	5.14105e-05	5.14105e-05	8.60789
12866400	535	136	28	121	0.000387222	0.000387222	15.9285
12892200	535	78	72	67	2.33491e-05	2.33491e-05	5.60167
12896200	535	133	63	108	0.000162395	0.000162395	13.7046
12908200	535	124	53	64	9.60101e-05	9.60101e-05	13.5111
12948200	535	110	89	111	0.000262061	0.000262061	17.2044
12953400	535	111	9	25	0.000826166	0.000826166	17.2046
12957800	535	85	123	75	6.01521e-05	6.01521e-05	11.4829
13014800	535	7	83	16	0.00010221	0.00010221	8.24423
13045000	535	17	43	64	0.00015816	0.000176136	11.1872
13061400	535	21	68	64	8.31737e-05	8.31737e-05	10.5057
13082800	535	116	29	46	2.25227e-05	2.25227e-05	7.73759
13095600	535	48	129	102	3.38076e-05	3.38076e-05	7.3199
13099000	535	114	9	137	3.69716e-05	3.69716e-05	8.72478
13113400	535	103	91	23	5.27629e-05	5.27629e-05	11.5972
13156000	535	5	66	105	2.08317e-05	2.08317e-05	10.1379
13159800	535	6	118	55	0.000278287	0.000278287	17.2146
13164000	535	11	47	73	0.000254753	0.000254753	13.5876
13176400	535	113	35	13	9.77513e-05	9.77513e-05	10.1175
13187800	535	116	14	47	3.97239e-05	3.97239e-05	7.58868
13203200	535	104	133	46	2.93336e-05	2.93336e-05	8.04755
13242600	535	134	122	3	0.000117365	0.000117365	13.003
13272200	535	115	63	20	0.000185153	0.000185153	11.1448
