Porphyroblast growth histories for: 
C:\Users\Eric\xllize1.4\runsPM3\PM3_150728_2021_t20\PM3_150728_2021_t20
Xl Num	X	Y	Z	0.000000	0.250000	0.500000	0.750000	1.00000	1.25000	1.50000	1.75000	2.00000	2.25000	2.50000	2.75000	3.00000	3.25000	3.50000	3.75000	4.00000	4.25000	4.50000	4.75000	5.00000	5.25000	5.50000	5.75000	6.00000	6.25000	6.50000	6.75000	7.00000	7.25000	7.50000	7.75000	8.00000	8.25000	8.50000	8.75000	9.00000	9.25000	9.50000	9.75000	10.0000	10.2500	10.5000	10.7500	11.0000	11.2500	11.5000	11.7500	12.0000	12.2500	12.5000	12.7500	13.0000	13.2500	13.5000	13.7500	14.0000	14.2500	14.5000	14.7500	15.0000	15.2500	15.5000	15.7500	16.0000	16.2500	16.5000	16.7500	17.0000	17.2500	17.2500
1	48.0000	21.0000	84.0000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.00648278	0.0111156	0.0140854	0.0163894	0.0192472	0.0218549	0.0243564	0.0269941	0.0299750	0.0328015	0.0356340	0.0385924	0.0413519	0.0439046	0.0463921	0.0486636	0.0509234	0.0530746	0.0551352	0.0570740	0.0588967	0.0606943	0.0624271	0.0640806	0.0656813	0.0671697	0.0685879	0.0699357	0.0711863	0.0723359	0.0733677	0.0742240	0.0749029	0.0754177	0.0757788	0.0760362	0.0762588	0.0764483	0.0766097	0.0767445	0.0768533	0.0769350	0.0769831	0.0769931	0.0769947	0.0769947	0.0769947
2	107.000	21.0000	121.000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.00969779	0.0130753	0.0156837	0.0184479	0.0211666	0.0237233	0.0263266	0.0293799	0.0323219	0.0351343	0.0381358	0.0409315	0.0435017	0.0459979	0.0482489	0.0504900	0.0526068	0.0546158	0.0565051	0.0582484	0.0599221	0.0615552	0.0630548	0.0644869	0.0657968	0.0669712	0.0680449	0.0690220	0.0698917	0.0706184	0.0711560	0.0714838	0.0717097	0.0718784	0.0720036	0.0720859	0.0721185	0.0721242	0.0721283	0.0721310	0.0721329	0.0721336	0.0721338	0.0721338	0.0721338	0.0721338
3	15.0000	91.0000	136.000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.00482904	0.0114142	0.0148526	0.0178017	0.0208327	0.0235700	0.0262623	0.0292932	0.0321282	0.0346304	0.0369650	0.0391422	0.0410839	0.0428019	0.0443970	0.0458700	0.0471662	0.0483282	0.0494472	0.0504826	0.0513934	0.0521534	0.0528282	0.0534327	0.0539760	0.0544530	0.0548438	0.0551484	0.0553758	0.0555451	0.0556661	0.0557472	0.0557888	0.0557949	0.0557957	0.0557962	0.0557964	0.0557965	0.0557966	0.0557966	0.0557967	0.0557967	0.0557967	0.0557967	0.0557967
4	33.0000	122.000	85.0000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.00792812	0.0131826	0.0165092	0.0202315	0.0234863	0.0267439	0.0303667	0.0335413	0.0365118	0.0394286	0.0420951	0.0446651	0.0470670	0.0493416	0.0515889	0.0537176	0.0557807	0.0576911	0.0595003	0.0612694	0.0629063	0.0644471	0.0658087	0.0669368	0.0678415	0.0685380	0.0690428	0.0693382	0.0695243	0.0696505	0.0697275	0.0697700	0.0697975	0.0698135	0.0698177	0.0698188	0.0698190	0.0698192	0.0698192	0.0698192	0.0698192	0.0698192	0.0698192
5	80.0000	93.0000	48.0000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.00783447	0.0131426	0.0164845	0.0202060	0.0234614	0.0267192	0.0303456	0.0335231	0.0364944	0.0394078	0.0420591	0.0445813	0.0468966	0.0489889	0.0509784	0.0527970	0.0544721	0.0560246	0.0574175	0.0586865	0.0598598	0.0609464	0.0619100	0.0627450	0.0634822	0.0641042	0.0645865	0.0649497	0.0652326	0.0654397	0.0655723	0.0656498	0.0656909	0.0657117	0.0657228	0.0657289	0.0657316	0.0657327	0.0657333	0.0657337	0.0657337	0.0657337	0.0657337
6	92.0000	8.00000	112.000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0115054	0.0155181	0.0192164	0.0226524	0.0258808	0.0295485	0.0328512	0.0357922	0.0386608	0.0412922	0.0436615	0.0459051	0.0478851	0.0497527	0.0515204	0.0531609	0.0546948	0.0561078	0.0573874	0.0585688	0.0596733	0.0607043	0.0616254	0.0624126	0.0630720	0.0636290	0.0640393	0.0643081	0.0644915	0.0646187	0.0647159	0.0647894	0.0648375	0.0648674	0.0648891	0.0649044	0.0649139	0.0649180	0.0649188	0.0649188	0.0649188	0.0649188
7	13.0000	25.0000	48.0000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.00795011	0.0135967	0.0173201	0.0211940	0.0246260	0.0282130	0.0317841	0.0347843	0.0377666	0.0405930	0.0431889	0.0457153	0.0480211	0.0503110	0.0525130	0.0546276	0.0566276	0.0584688	0.0602500	0.0619632	0.0635451	0.0650496	0.0664341	0.0677261	0.0689464	0.0700896	0.0711439	0.0721062	0.0729596	0.0736884	0.0742897	0.0747844	0.0751879	0.0755146	0.0757695	0.0759707	0.0761293	0.0762453	0.0762911	0.0763026	0.0763029	0.0763029
8	61.0000	124.000	123.000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0124146	0.0163448	0.0203966	0.0239638	0.0275669	0.0312291	0.0342949	0.0372498	0.0401271	0.0427229	0.0452257	0.0475005	0.0496455	0.0516799	0.0535030	0.0551737	0.0566613	0.0579679	0.0591235	0.0601331	0.0609924	0.0617341	0.0623457	0.0628427	0.0632302	0.0634950	0.0636906	0.0638462	0.0639705	0.0640612	0.0641234	0.0641590	0.0641646	0.0641648	0.0641648	0.0641648	0.0641648	0.0641648	0.0641648	0.0641648	0.0641648
9	62.0000	113.000	73.0000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0122521	0.0162548	0.0202931	0.0238791	0.0274844	0.0311269	0.0341046	0.0368630	0.0394756	0.0418007	0.0439403	0.0459635	0.0477613	0.0494869	0.0511422	0.0526935	0.0541547	0.0555202	0.0567608	0.0578904	0.0589400	0.0599199	0.0608229	0.0616098	0.0622682	0.0628000	0.0632328	0.0635843	0.0638347	0.0639929	0.0640943	0.0641503	0.0641605	0.0641619	0.0641623	0.0641623	0.0641625	0.0641625	0.0641625	0.0641625	0.0641625
