Num ppbs	195
Nucl time (y)	Nucl temp (°C)	x (vox)	y (vox)	z (vox)	Vol (cm^3)	Ext Vol(cm^3)	Rxn affinity (kJ/mol)
18058000	525.29	63	56	106	0.000917932	0.000917932	8.39787
18062000	525.31	20	30	136	0.00105005	0.00105005	8.39977
18062000	525.31	118	49	130	0.00102487	0.00102487	8.39977
18074000	525.37	4	124	27	0.000693564	0.000693564	8.40546
18114000	525.57	110	49	1	0.000680102	0.000680102	8.42444
18182000	525.91	81	6	97	0.00104954	0.00104954	8.45671
18228000	526.14	107	138	135	0.000646399	0.000646399	8.47853
18274000	526.37	94	74	15	0.00145467	0.00145467	8.50037
18318000	526.59	65	74	10	0.00133835	0.00133835	8.52125
18362000	526.81	113	25	97	0.00101114	0.00102079	8.54213
18454000	527.27	43	95	84	0.000863058	0.000863058	8.58581
18602000	528.01	73	41	139	0.000314597	0.000314597	8.65609
18618000	528.09	11	9	113	0.00100956	0.00100956	8.66369
18628000	528.14	88	43	51	0.00116671	0.00116671	8.66844
18662000	528.31	132	31	22	0.00110319	0.00110319	8.68459
18690000	528.45	16	52	110	0.000974197	0.000975805	8.69788
18696000	528.48	46	130	112	0.00123009	0.00123009	8.70073
18844000	529.22	51	3	118	0.000840485	0.000840485	8.77105
18950000	529.75	77	88	44	0.000977936	0.000977936	8.82142
18962000	529.81	114	135	78	0.000817755	0.000817755	8.82712
19076000	530.38	136	11	84	0.000744099	0.000744099	8.8813
19090000	530.45	122	3	99	0.000706908	0.000706908	8.88796
19094000	530.47	91	60	65	0.00111598	0.00111598	8.88986
19124000	530.62	119	137	37	0.000773583	0.000773583	8.90412
19142000	530.71	105	33	58	0.000867686	0.000867686	8.91268
19142000	530.71	137	125	89	0.000675244	0.000675244	8.91268
19168000	530.84	105	48	117	0.000937032	0.000937032	8.92504
19222000	531.11	59	64	48	0.0010233	0.0010233	8.95072
19234000	531.17	109	98	42	0.000984021	0.000984021	8.95642
19408000	532.04	35	138	48	0.000399326	0.000399326	9.03917
19440000	532.2	110	111	9	0.000971479	0.000971479	9.0544
19598000	532.99	23	58	109	0.000630292	0.000633509	9.12957
19604000	533.02	6	70	120	0.000883679	0.000883679	9.13242
19696000	533.48	74	131	10	0.000974033	0.000974033	9.1762
19754000	533.77	65	27	3	0.000395174	0.000395174	9.20381
19802000	534.01	8	131	93	0.000488203	0.000488203	9.22666
19810000	534.05	114	132	108	0.000858033	0.000858033	9.23047
19822000	534.11	108	25	91	0.000398027	0.000407676	9.23618
19846000	534.23	74	128	105	0.00101281	0.00101281	9.2476
19848000	534.24	37	83	48	0.000900016	0.000900016	9.24856
19874000	534.37	70	36	34	0.000936786	0.000936786	9.26093
20110000	535.55	54	30	57	0.000595161	0.00071578	9.37332
20132000	535.66	132	42	37	0.000770446	0.000770446	9.3838
20176000	535.88	122	113	88	0.000589951	0.000589951	9.40476
20298000	536.49	76	72	79	0.000858476	0.000858476	9.46288
20378000	536.89	51	33	58	0.000391894	0.00046909	9.501
20436000	537.18	21	29	94	0.00056425	0.00056425	9.52864
20464000	537.32	103	123	99	0.000756907	0.000756907	9.54199
20496000	537.48	134	67	37	0.000744352	0.000744352	9.55724
20506000	537.53	46	10	35	0.000773049	0.000773049	9.56201
20558000	537.79	24	49	89	0.000618836	0.000618836	9.58679
20576000	537.88	97	20	85	0.000241892	0.000241892	8.69235
20578000	537.89	15	7	104	0.000454194	0.000454194	9.59633
20584000	537.92	68	34	129	0.000482866	0.000482866	9.59919
20646000	538.23	121	118	53	0.000646412	0.000646412	9.62875
20686000	538.43	108	19	80	0.000362072	0.000362072	9.64782
20740000	538.7	52	94	22	0.000585299	0.000585299	9.67357
20744000	538.72	6	37	77	0.000602299	0.000602299	9.67548
20750000	538.75	21	96	135	0.000620714	0.000620714	9.67834
20778000	538.89	21	86	60	0.000410668	0.000410668	9.69169
20804000	539.02	139	62	134	0.000249685	0.000249685	9.70409
20814000	539.07	63	94	20	0.000475955	0.000475955	9.70886
20956000	539.78	52	139	98	0.000301777	0.000301777	9.7766
21094000	540.47	113	18	26	0.00049094	0.00049094	9.84244
21112000	540.56	129	137	20	0.000455907	0.000455907	9.85103
21114000	540.57	104	49	54	0.000503359	0.000503359	9.85199
21170000	540.85	66	47	64	0.000288807	0.000290415	9.87871
21180000	540.9	127	63	122	0.000446825	0.000446825	9.88349
21232000	541.16	138	42	121	0.000131857	0.000131857	9.02287
21312000	541.56	87	138	37	0.00040677	0.00040677	9.94649
21364000	541.82	95	67	125	0.000193202	0.00020446	7.56408
21366000	541.83	37	46	62	0.000518447	0.000518447	9.97228
21404000	542.02	52	95	94	0.000353395	0.000353395	9.99042
21430000	542.15	38	5	49	0.00048893	0.00048893	10.0028
21434000	542.17	4	51	71	0.000425686	0.000425686	10.0047
21438000	542.19	114	67	85	0.000509532	0.000509532	10.0067
21440000	542.2	67	100	67	0.000504826	0.000504826	10.0076
21518000	542.59	40	37	36	0.000537497	0.000537497	10.0449
21546000	542.73	139	54	117	0.000159006	0.000159006	10.0582
21566000	542.83	31	131	3	0.000352639	0.000352639	10.0678
21608000	543.04	134	82	113	0.000316746	0.000316746	10.0878
21608000	543.04	30	21	3	0.000298728	0.000298728	10.0878
21650000	543.25	18	59	1	0.000288038	0.000288038	10.1079
21682000	543.41	124	106	7	0.000428322	0.000428322	10.1232
21776000	543.88	1	30	30	0.000250988	0.000250988	10.1681
21994000	544.97	6	97	117	0.000416454	0.000416454	10.2723
22026000	545.13	36	117	25	0.000435272	0.000435272	10.2876
22032000	545.16	6	110	110	0.000407502	0.000407502	10.2904
22076000	545.38	70	43	67	0.000217511	0.000217511	10.3115
22100000	545.5	11	76	39	0.000148381	0.000148381	8.25589
22282000	546.41	18	134	1	0.000127185	0.000127185	10.41
22294000	546.47	117	125	7	0.000323071	0.000323071	10.4157
22304000	546.52	124	22	83	0.000240756	0.000240756	10.4205
22338000	546.69	13	137	102	0.000184363	0.000184363	10.4368
22354000	546.77	41	69	113	0.000202076	0.000202076	9.37851
22370000	546.85	13	97	71	0.000286692	0.000286692	10.4521
22388000	546.94	104	46	95	0.000349931	0.000349931	10.4607
22448000	547.24	138	73	65	0.000261938	0.000261938	10.4894
22456000	547.28	14	23	13	0.000377808	0.000377808	10.4932
22496000	547.48	87	14	43	0.000379035	0.000379035	10.5124
22500000	547.5	5	30	45	0.000263839	0.000263839	10.5143
22768000	548.84	65	1	44	0.00017018	0.00017018	10.6425
22804000	549.02	34	103	131	0.000163045	0.000163045	10.1048
22804000	549.02	136	43	9	0.000208848	0.000208848	10.6598
22974000	549.87	26	28	35	0.000242113	0.000242113	10.7411
23034000	550.17	31	81	101	0.000218901	0.000218901	10.7699
23040000	550.2	101	119	23	0.00024859	0.00024859	10.7728
23050000	550.25	31	30	77	0.000177882	0.000177882	10.7775
23054000	550.27	131	97	66	0.000250784	0.000250784	10.7795
23124000	550.62	131	73	125	0.000146652	0.000146652	10.813
23156000	550.78	33	83	37	0.000157203	0.000157203	10.6199
23182000	550.91	137	16	71	0.000117117	0.000117117	10.6525
23204000	551.02	92	106	76	0.00019119	0.00019119	10.8513
23214000	551.07	82	39	31	0.000153194	0.000153194	10.8561
23232000	551.16	106	7	40	0.000161086	0.000161086	10.8647
23272000	551.36	39	92	92	7.62979e-05	7.62979e-05	8.37249
23280000	551.4	100	136	73	0.00013237	0.00013237	10.8877
23280000	551.4	126	44	1	9.71009e-05	9.71009e-05	10.8877
23314000	551.57	48	23	79	0.000153809	0.000153809	10.904
23368000	551.84	85	59	99	0.000155731	0.000155731	10.9299
23384000	551.92	2	4	129	9.7694e-05	9.7694e-05	10.9376
23414000	552.07	125	52	54	0.000190769	0.000190769	10.9519
23426000	552.13	11	29	72	0.000129616	0.000129616	10.7693
23426000	552.13	90	30	62	0.000114264	0.000114264	10.9577
23434000	552.17	117	103	112	0.000165644	0.000165644	10.9615
23436000	552.18	81	64	106	0.000132397	0.000132397	10.9625
23456000	552.28	67	11	67	0.000190799	0.000190799	10.9721
23488000	552.44	104	84	36	0.000141831	0.000141831	10.9874
23532000	552.66	59	11	131	0.000156597	0.000156597	11.0085
23692000	553.46	29	127	22	9.63634e-05	9.63634e-05	11.0852
23698000	553.49	107	29	121	0.000108532	0.000108532	11.0881
23726000	553.63	123	106	43	0.000100136	0.000100136	11.1015
23752000	553.76	59	118	125	0.000140235	0.000140235	11.114
23756000	553.78	9	114	124	0.000132665	0.000132665	11.1159
23780000	553.9	7	28	133	8.23886e-05	8.23886e-05	10.2328
23878000	554.39	124	120	110	9.47726e-05	9.47726e-05	11.1744
23902000	554.51	71	84	137	0.000106682	0.000106682	11.1859
23958000	554.79	54	103	128	8.55532e-05	8.55532e-05	11.0956
23966000	554.83	118	12	7	7.80208e-05	7.80208e-05	10.8517
24028000	555.14	42	28	136	8.51119e-05	8.51119e-05	11.2464
24088000	555.44	1	82	89	5.97206e-05	5.97206e-05	11.2751
24118000	555.59	17	85	130	6.68551e-05	6.68551e-05	11.2895
24132000	555.66	27	78	41	4.07247e-05	4.07247e-05	10.2177
24176000	555.88	46	84	16	6.07508e-05	6.07508e-05	11.3174
24216000	556.08	50	81	99	3.03554e-05	3.03554e-05	8.46656
24286000	556.43	5	37	22	5.58828e-05	5.58828e-05	11.3702
24294000	556.47	130	90	42	6.7462e-05	6.7462e-05	11.374
24300000	556.5	27	57	29	6.67743e-05	6.67743e-05	11.3769
24474000	557.37	52	71	120	3.19145e-05	3.19145e-05	10.3757
24536000	557.68	59	138	60	2.97812e-05	2.97812e-05	11.4902
24716000	558.58	100	52	80	2.56513e-05	2.56513e-05	11.5766
24890000	559.45	14	38	65	8.67192e-06	8.67192e-06	9.28696
24892000	559.46	56	107	55	8.59936e-06	8.59936e-06	9.29071
24942000	559.71	41	51	6	1.12431e-05	1.12431e-05	11.6852
24956000	559.78	41	16	58	1.04518e-05	1.04518e-05	11.692
25032000	560.16	6	2	23	6.72044e-06	6.72044e-06	11.7285
25050000	560.25	87	81	91	4.23525e-06	4.23525e-06	9.7087
25090000	560.45	90	102	139	4.01324e-06	4.01324e-06	11.7564
25096000	560.48	136	4	54	3.92175e-06	3.92175e-06	11.7592
25148000	560.74	32	112	108	1.29581e-06	1.29581e-06	11.5769
